Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38675947,CREDIT CARD,613-87-9296,210-593-6243,Irving,TX,2020-03-14,96381,863,907,0.0
38675948,MORTGAGE,567-99-0723,201-404-9731,Swedesboro,NJ,2019-03-28,508153,754,776,142282.84000000003
38675949,PERSONAL LOAN,672-48-2723,240-710-8306,Freeland,MD,2021-03-11,62779,757,789,26367.18
38675950,PERSONAL LOAN,130-98-8188,210-653-4536,Matagorda,TX,2018-07-05,39032,701,751,15612.800000000001
38675951,PERSONAL LOAN,558-99-9550,270-583-9207,Elkton,KY,2019-05-06,36247,900,923,6524.46
38675952,CREDIT CARD,345-11-6342,215-332-8347,Mifflin,PA,2020-11-16,91803,726,756,11934.390000000001
38675953,CREDIT CARD,213-91-3271,219-417-2760,Brimfield,IN,2018-10-03,50659,821,829,8612.03
38675954,PERSONAL LOAN,538-71-2860,219-663-0057,Indianapolis,IN,2020-04-12,68490,652,661,4794.3
38675955,CREDIT CARD,054-02-9222,215-260-9184,Wilkes Barre,PA,2021-08-24,94435,650,699,18887.0
38675956,CREDIT CARD,517-49-2030,240-936-7461,Takoma Park,MD,2020-09-18,50465,838,834,23718.55
38675957,MORTGAGE,577-53-2243,314-958-0106,Henrietta,MO,2018-05-12,836110,885,907,384610.60000000003
38675958,PERSONAL LOAN,043-15-3657,239-862-2267,Miami,FL,2018-12-14,106162,707,755,26540.5
38675959,CREDIT CARD,069-02-6831,808-400-3557,Hanapepe,HI,2021-02-06,87481,797,787,20120.63
38675960,CREDIT CARD,070-02-4470,206-422-5082,Lopez Island,WA,2018-04-01,38066,885,916,3425.94
38675961,CREDIT CARD,238-99-9799,205-872-8975,Saint Stephens,AL,2019-04-19,75387,710,703,24123.84
38675962,CREDIT CARD,692-18-2029,210-918-0425,Channelview,TX,2020-10-22,48637,819,816,5836.44
38675963,MORTGAGE,148-23-5431,207-603-2207,Clayton Lake,ME,2019-04-18,607560,856,871,261250.8
38675964,CREDIT CARD,146-23-1129,262-222-1717,Milwaukee,WI,2021-03-06,36285,660,684,7257.0
38675965,MORTGAGE,366-39-3134,270-520-0502,Russell Springs,KY,2020-04-01,537297,697,701,75221.58
38675966,MORTGAGE,261-99-2707,319-325-6288,Garrison,IA,2021-08-02,894204,698,725,232493.04
38675967,CREDIT CARD,657-36-7602,208-494-7517,Troy,ID,2021-08-24,87737,848,886,24566.36
38675968,PERSONAL LOAN,246-99-5252,215-691-0374,Strausstown,PA,2018-02-10,33109,806,802,16554.5
38675969,MORTGAGE,335-11-1469,209-691-8317,Dardanelle,CA,2021-06-28,580436,766,803,203152.59999999998
38675970,PERSONAL LOAN,567-99-8705,216-703-4116,Creston,OH,2018-09-04,106543,873,887,13850.59
38675971,MORTGAGE,515-31-0461,215-524-4372,Lancaster,PA,2020-08-10,711748,827,822,163702.04
38675972,PERSONAL LOAN,522-99-0870,270-213-6561,Port Royal,KY,2018-05-16,120375,731,750,1203.75
38675973,MORTGAGE,699-16-1059,252-298-8556,Richfield,NC,2021-02-25,218125,814,856,43625.0
38675974,CREDIT CARD,648-58-6316,316-296-0664,Burrton,KS,2020-10-04,54131,710,745,5413.1
38675975,CREDIT CARD,235-57-0651,209-367-0153,Los Angeles,CA,2021-04-28,53856,797,826,14002.560000000001
38675976,PERSONAL LOAN,246-99-7790,603-294-8285,Laconia,NH,2019-03-11,110553,743,750,38693.549999999996
38675977,MORTGAGE,212-91-0191,206-378-9850,Harrington,WA,2018-08-12,719901,829,876,151179.21
38675978,CREDIT CARD,570-99-0117,316-972-5192,Lawrence,KS,2019-12-22,86894,661,693,5213.639999999999
38675979,MORTGAGE,399-31-9350,229-625-4743,Savannah,GA,2020-10-17,938374,857,862,281512.2
38675980,CREDIT CARD,084-02-6605,203-864-6055,Stamford,CT,2021-08-24,66484,874,905,17950.68
38675981,CREDIT CARD,341-11-4182,209-595-3332,South Lake Tahoe,CA,2019-09-15,52352,741,760,23034.88
38675982,CREDIT CARD,662-22-7961,212-526-9456,Brooklyn,NY,2018-12-24,47802,763,794,2390.1
38675983,MORTGAGE,133-98-7267,385-523-0525,Springville,UT,2020-11-04,992379,870,879,287789.91
38675984,CREDIT CARD,589-99-3686,210-382-2879,Houston,TX,2019-01-21,88201,705,719,35280.4
38675985,MORTGAGE,724-28-0381,252-436-2635,Balsam,NC,2020-04-28,793517,656,663,333277.14
38675986,CREDIT CARD,769-02-5988,210-778-7715,Houston,TX,2021-07-11,48230,899,932,14469.0
38675987,MORTGAGE,160-86-9640,803-510-2382,Turbeville,SC,2020-04-15,225516,668,709,76675.44
38675988,CREDIT CARD,677-22-6186,210-628-4264,Dallas,TX,2019-04-12,63395,662,711,26625.899999999998
38675989,CREDIT CARD,702-18-3168,803-215-3892,Greer,SC,2020-08-16,25006,751,765,4000.96
38675990,MORTGAGE,170-86-3617,206-570-6727,Stevenson,WA,2019-02-24,374044,663,703,22442.64
38675991,MORTGAGE,520-61-1241,319-864-7696,Middle Amana,IA,2018-06-01,650283,836,883,247107.54
38675992,CREDIT CARD,657-36-7041,210-810-8217,Talco,TX,2021-06-20,32954,703,699,14170.22
38675993,PERSONAL LOAN,063-02-8953,605-768-5735,Fairfax,SD,2021-06-09,43916,682,730,2195.8
38675994,MORTGAGE,022-92-8548,201-473-5750,Chester,NJ,2021-01-21,214346,857,892,27864.98
38675995,MORTGAGE,555-99-1369,208-883-6351,Atomic City,ID,2019-07-12,208299,793,800,74987.64
38675996,CREDIT CARD,729-28-9965,303-658-5248,Olney Springs,CO,2019-05-01,44232,786,791,10615.68
38675997,CREDIT CARD,549-99-1180,207-760-9297,Stacyville,ME,2020-10-27,48651,863,900,7297.65
38675998,CREDIT CARD,155-23-1762,316-581-6540,Marysville,KS,2019-02-24,79775,790,823,27921.25
38675999,CREDIT CARD,446-27-8859,316-294-0730,Manchester,KS,2020-03-14,66563,881,908,17306.38
38676000,MORTGAGE,205-84-4456,304-330-8362,Dellslow,WV,2021-08-24,858586,865,869,317676.82
38676001,CREDIT CARD,581-99-5321,308-877-8212,Madrid,NE,2018-11-10,89215,898,897,28548.8
38676002,MORTGAGE,677-22-2522,405-912-3357,Atwood,OK,2020-05-02,191984,809,806,94072.16
38676003,PERSONAL LOAN,443-27-7075,210-446-5714,Houston,TX,2020-06-02,70642,875,871,14128.400000000001
38676004,CREDIT CARD,559-99-0793,262-906-3070,Hartford,WI,2019-07-18,91333,872,900,5479.98
38676005,CREDIT CARD,539-71-3883,206-933-8611,Ferndale,WA,2019-11-19,78783,752,761,39391.5
38676006,MORTGAGE,457-99-3372,216-429-1263,Fort Recovery,OH,2019-02-10,937871,730,765,225089.03999999998
38676007,MORTGAGE,107-98-8912,308-386-5002,Niobrara,NE,2021-06-03,149030,763,754,32786.6
38676008,CREDIT CARD,122-98-5034,262-973-4275,Boyceville,WI,2021-01-18,93496,890,891,40203.28
38676009,MORTGAGE,487-29-1400,270-791-1904,Redfox,KY,2020-04-10,876898,655,655,377066.14
38676010,MORTGAGE,128-98-5136,319-545-9042,Prairie City,IA,2018-10-23,332229,868,881,102990.99
38676011,MORTGAGE,578-53-1798,218-295-1579,Sandstone,MN,2020-10-04,874222,869,860,340946.58
38676012,MORTGAGE,130-98-4021,208-417-9045,Richfield,ID,2021-01-05,389513,741,753,35056.17
38676013,PERSONAL LOAN,188-86-9439,218-508-6024,Goodridge,MN,2018-06-21,73905,833,836,18476.25
38676014,MORTGAGE,570-99-1923,216-300-6048,Cincinnati,OH,2021-08-24,668978,772,790,327799.22
38676015,CREDIT CARD,048-15-2690,216-406-8017,Watertown,OH,2018-06-15,81673,740,737,22051.710000000003
38676016,MORTGAGE,172-86-0376,339-693-5094,West Chesterfield,MA,2021-03-23,872494,787,829,52349.64
38676017,CREDIT CARD,617-87-1602,202-575-6118,Washington,DC,2019-03-03,46202,889,911,16170.699999999999
38676018,MORTGAGE,672-48-6118,270-435-9507,Fourmile,KY,2019-10-17,502755,670,717,70385.70000000001
38676019,MORTGAGE,565-99-3077,304-668-9667,Charleston,WV,2020-07-03,541213,713,762,10824.26
38676020,CREDIT CARD,506-57-7501,228-754-5896,Camden,MS,2018-04-28,92635,684,712,926.35
38676021,CREDIT CARD,159-86-8515,215-852-3789,Tuscarora,PA,2021-08-24,55194,873,921,23733.42
38676022,MORTGAGE,331-11-3392,209-518-9146,Carlsbad,CA,2018-01-01,434582,760,788,69533.12
38676023,PERSONAL LOAN,462-99-3980,503-556-4384,Riley,OR,2020-07-22,31188,656,706,13722.72
38676024,MORTGAGE,492-29-4582,316-782-7429,Baileyville,KS,2020-07-21,468607,883,904,178070.66
38676025,MORTGAGE,683-24-2843,225-925-3137,Wildsville,LA,2019-08-23,848322,850,848,364778.46
38676026,CREDIT CARD,465-99-7694,225-342-7192,Chalmette,LA,2021-01-02,98198,809,845,29459.399999999998
38676027,MORTGAGE,412-99-0950,907-267-2515,Port Alexander,AK,2020-03-19,643132,855,871,244390.16
38676028,MORTGAGE,135-25-1585,405-981-8168,Oaks,OK,2020-01-12,921020,762,804,202624.4
38676029,CREDIT CARD,728-14-4275,205-606-0765,Pelham,AL,2019-12-06,66888,899,893,11370.960000000001
38676030,MORTGAGE,730-28-6256,208-624-8370,Grace,ID,2021-08-24,670762,799,796,147567.64
38676031,MORTGAGE,399-31-9071,702-727-6914,Reno,NV,2021-05-17,801011,741,772,8010.110000000001
38676032,CREDIT CARD,076-02-4256,210-982-9092,Dallas,TX,2020-10-02,41822,894,934,1254.6599999999999
38676033,CREDIT CARD,023-92-4535,479-531-5774,Carthage,AR,2020-04-18,89449,788,820,29518.170000000002
38676034,CREDIT CARD,302-15-4590,218-607-9908,Sebeka,MN,2020-03-11,25584,672,695,9466.08
38676035,CREDIT CARD,482-41-7957,231-783-2934,Coleman,MI,2021-08-24,53063,698,695,11143.23
38676036,PERSONAL LOAN,085-02-9124,212-639-3676,Sherburne,NY,2021-07-07,49620,854,892,21336.6
38676037,MORTGAGE,275-17-2380,210-862-9765,El Paso,TX,2019-03-28,707378,771,764,113180.48
38676038,MORTGAGE,112-98-1491,216-959-1533,West Jefferson,OH,2020-05-03,675010,669,660,324004.8
38676039,PERSONAL LOAN,037-74-6754,505-810-8423,Melrose,NM,2021-05-02,74732,856,878,0.0
38676040,MORTGAGE,574-61-8498,270-733-7897,Kenton,KY,2018-01-08,569281,691,699,74006.53
38676041,MORTGAGE,607-87-8594,303-984-6841,Collbran,CO,2019-08-10,193509,747,769,36766.71
38676042,MORTGAGE,604-87-4034,215-271-5469,Philadelphia,PA,2018-07-06,404974,810,855,178188.56
38676043,PERSONAL LOAN,013-94-9137,228-406-3735,Winterville,MS,2020-07-16,110156,778,818,30843.680000000004
38676044,MORTGAGE,317-35-5470,605-969-0232,Elk Point,SD,2021-03-01,248385,854,848,44709.299999999996
38676045,MORTGAGE,597-92-0997,304-510-3602,Charleston,WV,2019-02-05,292178,673,684,0.0
38676046,PERSONAL LOAN,215-91-2574,210-362-6445,Austin,TX,2018-02-23,67031,818,830,670.3100000000001
38676047,MORTGAGE,695-16-8316,701-395-1721,Starkweather,ND,2020-06-24,560105,774,806,11202.1
38676048,MORTGAGE,234-57-8910,210-776-1656,Mesquite,TX,2021-04-06,510891,793,832,168594.03
38676049,CREDIT CARD,268-17-9434,225-475-9150,Golden Meadow,LA,2018-09-06,98169,889,903,5890.139999999999
38676050,CREDIT CARD,662-22-5750,217-475-1687,Peoria,IL,2018-05-16,95105,789,832,22825.2
38676051,MORTGAGE,138-25-2030,239-926-7732,Lake Wales,FL,2021-02-25,388978,686,686,85575.16
38676052,MORTGAGE,392-33-8474,205-756-2433,Dutton,AL,2021-04-16,726312,660,656,116209.92
38676053,CREDIT CARD,085-02-0788,319-550-1553,Manson,IA,2018-06-08,39780,688,687,3978.0
38676054,PERSONAL LOAN,138-25-5481,210-809-7005,Yoakum,TX,2018-08-10,143192,824,818,22910.72
38676055,CREDIT CARD,286-15-7548,319-796-9989,Clermont,IA,2021-07-16,72629,785,834,13073.22
38676056,CREDIT CARD,710-18-9594,215-681-0155,Shohola,PA,2019-10-25,88903,721,762,9779.33
38676057,CREDIT CARD,215-91-3968,406-955-1374,Great Falls,MT,2019-05-10,84254,822,843,40441.92
38676058,PERSONAL LOAN,128-98-1967,319-663-0032,Granville,IA,2021-08-24,149910,657,679,5996.400000000001
38676059,PERSONAL LOAN,098-02-6674,210-477-5805,Riviera,TX,2021-01-26,128703,754,770,41184.96
38676060,MORTGAGE,250-99-8488,205-277-4941,Mobile,AL,2019-12-26,675882,873,921,223041.06
38676061,CREDIT CARD,518-89-4918,215-570-6043,Ludlow,PA,2021-06-16,93981,662,671,6578.670000000001
38676062,MORTGAGE,109-98-8689,205-527-8346,Anderson,AL,2020-07-02,379121,802,816,87197.83
38676063,CREDIT CARD,128-98-0739,201-449-2504,Cedar Brook,NJ,2020-07-16,41329,892,904,4132.900000000001
38676064,MORTGAGE,232-57-7151,480-252-3865,Duncan,AZ,2019-07-17,607271,855,864,66799.81
38676065,MORTGAGE,544-81-1611,907-487-8258,Anchorage,AK,2021-03-18,574149,684,730,177986.19
38676066,PERSONAL LOAN,567-99-7410,219-773-0271,Waynetown,IN,2020-08-28,73417,876,888,8810.039999999999
38676067,MORTGAGE,250-99-5607,210-365-4033,Houston,TX,2021-06-09,534522,894,943,203118.36000000002
38676068,CREDIT CARD,234-57-8363,231-943-6495,Clawson,MI,2021-08-24,44433,664,668,444.33
38676069,CREDIT CARD,291-15-9051,229-322-3213,Stone Mountain,GA,2018-04-04,36351,864,887,11995.83
38676070,PERSONAL LOAN,752-09-3175,205-998-6624,Oakman,AL,2018-01-21,49840,820,824,3488.8
38676071,PERSONAL LOAN,410-99-6675,405-704-6837,Tulsa,OK,2018-11-25,175535,681,680,8776.75
38676072,PERSONAL LOAN,465-99-0684,803-707-4902,Goose Creek,SC,2019-03-28,67248,820,870,5379.84
38676073,MORTGAGE,208-84-4276,270-816-8602,Halfway,KY,2021-08-24,237141,886,932,61656.66
38676074,PERSONAL LOAN,124-98-9307,314-424-0728,Ethel,MO,2020-05-06,60375,900,925,7848.75
38676075,CREDIT CARD,605-87-3870,503-870-9860,Dundee,OR,2020-08-21,51495,692,692,8754.150000000001
38676076,CREDIT CARD,275-17-3452,218-331-3657,Pipestone,MN,2019-07-14,62408,788,820,11233.439999999999
38676077,MORTGAGE,431-99-1352,339-435-4622,Assonet,MA,2018-11-17,490208,688,727,161768.64
38676078,CREDIT CARD,760-12-2415,239-898-8400,West Palm Beach,FL,2018-04-18,93254,867,860,16785.72
38676079,CREDIT CARD,173-86-6649,314-790-4551,Gorin,MO,2021-08-24,84456,882,908,17735.76
38676080,CREDIT CARD,399-31-1792,209-824-9828,San Bruno,CA,2020-12-27,57088,829,823,12559.36
38676081,MORTGAGE,049-15-6378,209-370-3968,Fairfax,CA,2019-07-07,793774,884,905,158754.80000000002
38676082,PERSONAL LOAN,349-08-7384,218-993-7964,Huntley,MN,2020-03-08,42841,850,889,3427.28
38676083,PERSONAL LOAN,013-94-9001,239-919-4852,Kissimmee,FL,2020-05-05,57693,828,878,13846.32
38676084,PERSONAL LOAN,702-18-1606,215-221-2989,Hatboro,PA,2020-11-24,46508,665,711,15812.720000000001
38676085,CREDIT CARD,091-02-2484,239-237-1836,Miami,FL,2018-08-06,31411,786,819,314.11
38676086,MORTGAGE,732-28-2385,210-507-0239,Quail,TX,2018-10-02,911660,760,796,273498.0
38676087,CREDIT CARD,359-08-4448,210-434-7209,Brownwood,TX,2021-08-24,44749,840,878,447.49
38676088,PERSONAL LOAN,171-86-4578,239-981-5207,Clearwater,FL,2019-04-24,157806,804,817,45763.74
38676089,CREDIT CARD,539-71-4831,218-677-5919,Mountain Iron,MN,2018-01-10,54193,775,779,18425.620000000003
38676090,PERSONAL LOAN,157-23-3867,405-260-8543,Pickens,OK,2020-06-15,102915,675,674,12349.8
38676091,MORTGAGE,758-12-1040,206-740-0568,Napavine,WA,2018-02-20,639924,741,744,147182.52000000002
38676092,MORTGAGE,710-18-3175,210-390-1054,Santa Anna,TX,2018-09-21,366051,777,805,168383.46000000002
38676093,CREDIT CARD,301-15-5611,803-256-6414,Union,SC,2021-07-03,39513,886,906,8692.86
38676094,CREDIT CARD,178-86-1563,239-301-8699,Spring Hill,FL,2021-08-24,75546,794,833,10576.44
38676095,MORTGAGE,018-94-6361,202-465-6373,Washington,DC,2019-11-18,350160,745,752,66530.4
38676096,MORTGAGE,303-37-5643,201-557-7599,New Vernon,NJ,2021-04-21,782148,839,862,258108.84000000003
38676097,CREDIT CARD,252-99-9047,239-866-6016,Brooksville,FL,2019-12-18,39155,825,828,5873.25
38676098,CREDIT CARD,340-11-3483,405-202-9026,Colcord,OK,2019-08-22,93626,669,691,18725.2
38676099,CREDIT CARD,132-98-2525,702-763-8571,Carson City,NV,2019-06-14,88217,762,758,14114.720000000001
38676100,MORTGAGE,618-87-1012,206-916-4414,Eastsound,WA,2020-02-28,924014,833,876,175562.66
38676101,MORTGAGE,199-84-6397,702-521-9921,Reno,NV,2020-03-04,339940,686,698,166570.6
38676102,MORTGAGE,446-27-0924,216-560-0347,Akron,OH,2020-02-02,355022,699,718,28401.760000000002
38676103,MORTGAGE,089-02-1178,480-736-6075,Peoria,AZ,2020-04-06,942251,755,772,301520.32
38676104,MORTGAGE,168-86-4089,406-435-3040,Highwood,MT,2021-03-21,305498,749,765,48879.68
38676105,MORTGAGE,406-73-0944,225-758-0973,New Orleans,LA,2018-08-23,296457,670,668,74114.25
38676106,PERSONAL LOAN,565-99-3459,202-959-1187,Washington,DC,2019-08-06,119108,794,841,42878.88
38676107,CREDIT CARD,456-99-8495,215-304-2623,Canadensis,PA,2020-11-28,61220,732,781,15305.0
38676108,MORTGAGE,377-37-0468,262-896-2007,Merrimac,WI,2018-08-11,956563,691,688,411322.08999999997
38676109,CREDIT CARD,069-02-3007,505-639-6501,Gallup,NM,2019-08-15,67392,893,922,29652.48
38676110,PERSONAL LOAN,256-99-3945,218-717-8865,Hollandale,MN,2019-06-23,76764,817,867,6141.12
38676111,PERSONAL LOAN,374-37-0187,205-204-5111,Monroeville,AL,2020-11-10,139717,786,832,51695.29
38676112,MORTGAGE,279-15-1519,339-896-4657,Waban,MA,2018-09-07,651997,788,837,110839.49
38676113,CREDIT CARD,345-11-4933,304-969-2989,Morgantown,WV,2021-01-26,60247,822,830,3012.3500000000004
38676114,MORTGAGE,111-98-3520,907-459-6810,Juneau,AK,2018-12-03,340448,884,896,95325.44
38676115,CREDIT CARD,563-99-6490,210-376-1704,North Zulch,TX,2021-08-24,92718,785,826,11126.16
38676116,MORTGAGE,308-37-9394,262-632-2282,Spooner,WI,2018-07-17,963929,697,736,424128.76
38676117,CREDIT CARD,568-99-6103,216-999-4852,Frazeysburg,OH,2020-06-09,72817,706,717,35680.33
38676118,PERSONAL LOAN,218-89-6603,212-894-2562,Wyoming,NY,2021-06-17,181656,788,793,72662.40000000001
38676119,MORTGAGE,305-37-7177,236-685-3065,Manakin Sabot,VA,2018-05-28,283317,672,698,36831.21
38676120,PERSONAL LOAN,018-94-2031,206-724-8669,Fairchild Air Force Base,WA,2021-08-09,180305,746,782,63106.74999999999
38676121,CREDIT CARD,523-99-7929,229-908-9002,Norman Park,GA,2019-09-03,48408,796,807,8229.36
38676122,MORTGAGE,164-86-5894,480-755-6158,Phoenix,AZ,2020-02-21,997752,693,702,79820.16
38676123,MORTGAGE,455-99-6548,218-319-2359,Taunton,MN,2021-08-24,127710,832,859,29373.300000000003
38676124,CREDIT CARD,363-39-8144,239-318-0110,Belleair Beach,FL,2020-07-09,44525,759,796,2226.25
38676125,PERSONAL LOAN,455-99-8852,206-796-4856,Lyle,WA,2018-12-01,41637,834,828,12074.73
38676126,CREDIT CARD,554-99-7375,270-200-0138,Louisa,KY,2021-06-10,99547,789,802,14932.05
38676127,MORTGAGE,442-29-8438,215-393-5249,Austin,PA,2021-08-24,689437,775,784,96521.18000000001
38676128,MORTGAGE,656-36-2230,209-285-5390,San Jose,CA,2021-08-24,815868,890,905,285553.8
38676129,MORTGAGE,281-15-9346,210-991-4325,Austin,TX,2020-10-15,163141,694,732,79939.09
38676130,MORTGAGE,772-02-5307,240-812-9540,Westminster,MD,2019-09-12,767849,763,766,230354.69999999998
38676131,MORTGAGE,501-37-1210,228-347-9900,Oakland,MS,2018-04-19,580405,686,679,139297.19999999998
38676132,MORTGAGE,106-98-9567,239-620-5800,Wausau,FL,2019-04-17,166442,801,831,41610.5
38676133,CREDIT CARD,390-33-6916,270-944-1825,Allen,KY,2019-04-22,33810,694,732,1352.4
38676134,MORTGAGE,373-37-7236,480-200-1906,Alpine,AZ,2020-12-19,320518,730,742,92950.21999999999
38676135,PERSONAL LOAN,208-84-2759,201-244-6977,Bridgewater,NJ,2021-08-24,84313,878,879,37097.72
38676136,MORTGAGE,062-02-1216,803-544-5129,Mc Coll,SC,2018-06-02,206018,738,765,90647.92
38676137,CREDIT CARD,082-02-1098,314-233-4269,Vulcan,MO,2018-09-07,94477,756,777,36846.03
38676138,CREDIT CARD,041-15-8986,423-897-7272,Memphis,TN,2020-01-03,53185,776,778,26060.649999999998
38676139,MORTGAGE,701-18-5513,215-775-9642,Sunbury,PA,2020-07-02,437024,821,867,83034.56
38676140,MORTGAGE,247-99-9016,505-503-9667,Hobbs,NM,2021-02-03,867552,731,759,416424.95999999996
38676141,CREDIT CARD,645-29-8459,217-260-1072,Cambria,IL,2021-03-27,78720,773,774,29913.6
38676142,CREDIT CARD,649-56-9664,209-660-8178,Inglewood,CA,2021-07-07,74466,843,871,7446.6
38676143,MORTGAGE,172-86-1429,702-554-3561,Las Vegas,NV,2019-10-21,637648,826,832,70141.28
38676144,CREDIT CARD,259-99-0591,270-767-8201,Letcher,KY,2020-06-01,77368,725,723,12378.880000000001
38676145,CREDIT CARD,019-94-7599,405-851-4147,Hopeton,OK,2020-09-10,30787,858,862,5849.53
38676146,CREDIT CARD,327-11-6658,307-374-9663,Cheyenne,WY,2021-05-12,72404,895,886,13032.72
38676147,MORTGAGE,657-36-6996,210-821-6897,Plano,TX,2019-01-19,838511,813,844,343789.50999999995
38676148,CREDIT CARD,347-08-4342,216-632-2023,Akron,OH,2020-09-22,54793,691,704,7123.09
38676149,CREDIT CARD,373-37-4147,605-459-7909,Salem,SD,2019-08-11,49885,736,780,8979.3
38676150,PERSONAL LOAN,488-29-0636,209-546-9267,Los Angeles,CA,2018-01-25,139435,691,729,37647.450000000004
38676151,CREDIT CARD,503-45-8236,319-739-0314,Des Moines,IA,2018-04-07,67968,743,787,22429.440000000002
38676152,MORTGAGE,629-31-4456,405-619-4919,Vici,OK,2021-03-22,831615,879,895,108109.95
38676153,CREDIT CARD,552-99-5764,339-360-9271,Melrose,MA,2021-08-17,99587,681,693,28880.23
38676154,MORTGAGE,528-99-0549,206-709-7029,Tacoma,WA,2020-10-03,106620,719,726,2132.4
38676155,CREDIT CARD,380-37-5700,215-298-6975,New Wilmington,PA,2018-05-04,95779,832,835,32564.86
38676156,CREDIT CARD,358-08-5897,270-774-3180,Bighill,KY,2019-02-21,60048,778,802,6004.8
38676157,CREDIT CARD,598-92-7142,215-257-7649,Youngwood,PA,2020-08-09,40988,826,861,4918.5599999999995
38676158,CREDIT CARD,112-98-8626,252-523-5486,Marshallberg,NC,2021-08-24,44862,697,706,20187.9
38676159,CREDIT CARD,269-17-9470,385-214-2547,Salt Lake City,UT,2020-02-01,29650,653,671,3558.0
38676160,PERSONAL LOAN,172-86-9412,316-967-5594,Cimarron,KS,2019-02-05,127879,881,905,21739.43
38676161,CREDIT CARD,261-99-5006,239-775-4955,Anthony,FL,2018-08-26,53582,674,714,2679.1000000000004
38676162,MORTGAGE,676-22-5384,240-469-9679,Deal Island,MD,2019-10-21,631433,844,842,176801.24000000002
38676163,CREDIT CARD,226-99-4163,215-524-5192,Spring House,PA,2020-06-01,55375,846,857,8306.25
38676164,PERSONAL LOAN,599-92-6531,236-794-3451,Catharpin,VA,2019-06-02,109107,764,774,45824.939999999995
38676165,PERSONAL LOAN,470-57-3109,240-568-5605,Baltimore,MD,2021-07-05,83330,851,886,29998.8
38676166,MORTGAGE,134-98-4614,216-457-7147,Isle Saint George,OH,2018-03-27,578259,803,803,156129.93000000002
38676167,PERSONAL LOAN,391-33-3921,210-894-5574,D Hanis,TX,2021-08-24,130864,803,847,54962.88
38676168,MORTGAGE,532-71-4563,217-575-0540,Colp,IL,2019-11-05,744295,672,691,230731.45
